modern_archaeology_desc;Further advancements in archaeological field methodology arose in the late 19th century. One of the pioneering figures in this was Augustus Pitt Rivers, who meticulously excavated on Cranborne Chase in southern England, emphasising that it was not only items of beauty or value that should be recorded but mundane items as well. He therefore helped to differentiate archaeology from antiquarianism. Flinders Petrie introduced systematic methodology in archaeology and preservation of artifacts. Archaeologists - once nothing more than tomb raiders - became reputable scientists.;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;
admin_spen;AI Administration Spending;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;
educational_spen;AI Educational Spending;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;
has_siege;Has Siege;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;
yoruba;Ibo-Yoruba;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;
nguni;Nguni-Shona;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;
debt_default_to;Debt Default To;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;
MODIFIER_DEBT_DEFAULT_TO;Debt Default To;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;
generalised_debt_default;Generalized Debt Default;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;
MODIFIER_GENERALISED_DEBT_DEFAULT;Generalized Debt Default;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;
ai_bonus;AI Bonus;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;
residency_desc;The government prides itself for discriminating against minorities.;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;
limited_citizenship_desc;The government believes that there are some useful minorities.;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;
full_citizenship_desc;The government encourages equality for all.;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;
hms_government;Constitutional Monarchy;Gouvernement de Sa Majesté;Ihrer Majestät Regierung;;Gobierno de Su Majestad;;;;;;;;;x;;;;;;;;;;;;;;;;;;
EDU_DESC;The educational budget is used to pay the intellectuals (schoolteachers, clergymen, writers ...) and to produce research points.;Le budget de l'enseignement permet de payer le clergé et de produire des points de recherche.;Aus dem Bildungshaushalt werden der Klerus und die Produktion von Forschungspunkten bezahlt.;;El presupuesto educativo se utiliza para pagar al clero y producir puntos de investigación.;;;;;;;;;x;;;;;;;;;;;;;;;;;;
MAJORITY_IS_NOT;Majority of the population is NOT ;La majorité de la population n’est PAS ;Bevölkerungsmehrheit ist NICHT ;;La mayoría de la población NO es ;;;;;;;;x;;;;;;;;;;;;;;;;;;;
PV_CLERGY_LIT_PROVIDES;Intellectuals provinces: $VAL$;Province de clergé : $VAL$;Klerusprovinzen: $VAL$;;Provincias del clero: $VAL$;;;;;;;;;x;;;;;;;;;;;;;;;;;;
PV_CLERGY_LIT_DESC1;$NUM$ of your population in $LOC$ are Intellectuals.;$NUM$ de votre population en $LOC$ sont ;$NUM$ unserer Bevölkerung in $LOC$ gehören dem Klerus an.;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;
naval_tech_school;Sea Power & The Merchant Marine;Puissance maritime & marine marchande;Seemacht & Die Handelsmarine;;El Poder marítimo ;;;;;;;;;x;;;;;;;;;;;;;;;;;;
tut_3b_6;Middle Strata - The middle class. Artisans, intellectuals and other educated people.;Les classes moyennes (artisans, clergé et autres personnes éduquées);Mittelschicht - Die Mittelklasse. Handwerker, Geistliche und andere gebildete Leute.;;Estrato medio. La clase media. Artesanos, clero y otra población educada.;;;;;;;;;x;;;;;;;;;;;;;;;;;;
submarine;Submarine;;U-Boat;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;
GIVE_UNIT_COMMAND_BUTTON;Command Units;;Kontrolliere Einheiten;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;
GIVE_UNIT_COMMANDTITLE;Command Units;;Kontrolliere Einheiten;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;
GIVE_UNIT_COMMAND_DESC;While fighting a war together, a puppet's overlord may take command of their units.;;Während sie gemeinsam einen Krieg bestreiten, darf der Herrscher die Kontrolle über die Einheiten seiner Marionetten übernehmen.;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;
GIVE_UNIT_COMMAND_OK;Ask your puppet to take back command over their own units.;;Frage deine Marionette, ob sie die Kontrolle über ihre Einheiten zurückerlangen will.;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;
GIVE_UNIT_COMMAND_CANT_CONTROL;You can command units of your §Ypuppets§! only when you are fighting in a war together.;;Sie können die Einheiten Ihrer §YMarionetten§! nur dann kontrollieren, wenn Sie gemeinsam einen Krieg bestreiten.;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;
GIVE_UNIT_COMMAND_ALREADY_CONTROL;You are already in command of their units.;;Sie kontrollieren schon ihre Einheiten.;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;
CANCEL_UNIT_COMMAND_BUTTON;Give Back Units;;Einheiten zurückgeben;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;
CANCEL_UNIT_COMMANDTITLE;Give Back Units;;Einheiten zurückgeben;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;
CANCEL_UNIT_COMMAND_DESC;Give Back Units;;Einheiten zurückgeben;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;
CANCEL_UNIT_COMMAND_OK;Give them back their units.;;Geben Sie ihnen ihre Einheiten zurück.;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;
CANCEL_UNIT_COMMAND_NOT_IN_CONTROL;You are not in command of this unit.;;Sie kontrollieren diese Einheit nicht.;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;
democracy;Republic;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;
REMOVE_EDU_DESC;The educational budget goes to pay the intellectuals as well as producing research points;Le budget de l'enseignement permet de payer le clergé et de produire des points de recherche.;Der Bildungshaushalt wird zur Bezahlung des Klerus und zur Produktion von Forschungspunkten verwendet.;;El presupuesto educativo sirve para pagar al clero, además de para producir puntos de investigación.;;;;;;;;;x;;;;;;;;;;;;;;;;;;
promote_clergymen;Encourage Intellectuals ;Encourager les membres du clergé ;Geistliche fördern;;Potenciar clérigos ;;;;;;;;;x;;;;;;;;;;;;;;;;;;
POP_CON_CLERGY;Intellectuals;Clergé;Klerus;;Clero;;;;;;;;;x;;;;;;;;;;;;;;;;;;
clergymen;Intellectuals;Membres du clergé;Geistliche;;Clérigos;;;;;;;;;x;;;;;;;;;;;;;;;;;;
ANY_POP_IN_PROVINCE_STARTS;Any Pop;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
IS_RELIGION;The state religion is;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
HAS_GOODS;Produces ;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;;;
IS_POSSIBLE_VASSAL;Is Possible Vassal ;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;;;
CAN_BUILD_FACTORY;Can build factory.\n;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;
HAVE_MORE_NATIONAL_PROVINCES_OCCUPIED_THAN;The percentage of occupied national provinces is greater than: ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
HAVE_LESS_NATIONAL_PROVINCES_OCCUPIED_THAN;The percentage of occupied national provinces is less than: ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
abolish_slavery;Abolition;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;
abolish_slavery_desc;Begin the process of the abolition of slavery.;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;
abolish_slavery_l;Outlaw Slavery;Esclavage interdit;Sklaverei è¸„hten;;Esclavitud abolida;;;;;;;;;x;;;;;;;;;;;;;;;;;;
movement_abolish_slavery;Abolitionist Movement;Mouvement abolitionniste;Anti-Sklaverei-Bewegung;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;
slaves;Agricultural Slaves;Esclaves;Sklaven;;Esclavos;;;;;;;;;x;;;;;;;;;;;;;;;;;;
slaves_factory;Industrial Slaves;Esclaves;Sklaven;;Esclavos;;;;;;;;;x;;;;;;;;;;;;;;;;;;
swiss_nationalist_rebels_title;Swiss Nationalist;Nationalistes;Nationalist;;Nacionalistas;;;;;;;;;x;;;;;;;;;;;;;;;;;;
swiss_nationalist_rebels_name;$INDEP$ Nationalists;$INDEP$ - Nationalistes;$INDEP$-Nationalisten;;Nacionalistas de $INDEP$;;;;;;;;;x;;;;;;;;;;;;;;;;;;
swiss_nationalist_rebels_desc;Nationalist rebels seek freedom for their people. They are well led and equipped, and they will focus on achieving independence for their nation.;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;
swiss_nationalist_rebels_army;$INDEP$ Nationalists;$INDEP$ - Nationalistes;$INDEP$-Nationalisten;;Nacionalistas de $INDEP$;;;;;;;;;x;;;;;;;;;;;;;;;;;;
swiss_separatist_rebels_title;Swiss Patriot;;;;;;;;;;;;x,,;;;;;;;;;;;;;;;;;;;
swiss_separatist_rebels_name;Swiss Patriots;;;;;;;;;;;;x,,;;;;;;;;;;;;;;;;;;;
swiss_separatist_rebels_desc;Patriot rebels dream of unification with their cultural kin under a free banner, and any province they gain control of will eventually defect to a neighboring country of their culture.;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;
swiss_separatist_rebels_army;Swiss Patriots;;;;;;;;;;;;x,,;;;;;;;;;;;;;;;;;;;
colonial_nationalist_rebels_title;Colonial Nationalist;Nationalistes;Nationalist;;Nacionalistas;;;;;;;;;x;;;;;;;;;;;;;;;;;;
colonial_nationalist_rebels_name;$INDEP$ Nationalists;$INDEP$ - Nationalistes;$INDEP$-Nationalisten;;Nacionalistas de $INDEP$;;;;;;;;;x;;;;;;;;;;;;;;;;;;
colonial_nationalist_rebels_desc;Nationalist rebels seek freedom for their people. They are well led and equipped, and they will focus on achieving independence for their nation.;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;
colonial_nationalist_rebels_army;$INDEP$ Nationalists;$INDEP$ - Nationalistes;$INDEP$-Nationalisten;;Nacionalistas de $INDEP$;;;;;;;;;x;;;;;;;;;;;;;;;;;;
stormtrooper;Stormtrooper;Sturmtruppen;Stoßtruppen;Soldado de asalto;;;;;;;;;;;x;;;;;;;;;;;;;;;;;
improved_anti_aircraft_artillery;Improved Anti-Aircraft Artillery;Artillerie antiaå»¨ienne amå¹¨iorå¶ª;Verbesserte Flugabwehrartillerie;;Artillerç‡° antiaå»¨ea mejorada;;;;;;;;;x;;;;;;;;;;;;;;;;;;
improved_anti_aircraft_artillery_desc;"As aircraft improved over time, so too did the weapons to counter them. Heavier guns, with improved sights, and better designed shells made the dreaded ""ack-ack"" all the more dangerous.";Alors que les avions n'avaient de cesse de s'amå¹¨iorer, les armes censå¶ªs les contrer leur emboè¤¾é‹¨ent le pas. Des canons plus lourds dotå»¥ de systé‹—es de viså¶ª amå¹¨iorå»¥ ainsi que de puissants obus augmentaient la dangerosit?des systé‹—es antiaå»¨iens.;Im Zuge der allmé„£lichen Weiterentwicklung von Flugzeugen wurden auch die Flugabwehrwaffen verbessert. Schwerere Geschî…®ze mit verbesserten Zielvorrichtungen machten die gefî…¬chtete Flak noch gefé„£rlicher.;;Al mismo tiempo que progresaban los aviones lo hacç‡°n las armas para contrarrestarlos. Los nuevos caéš³nes, må«³ pesados, con miras mejoradas y municié® mejor diseé™da, aumentaron la peligrosidad de estas armas.;;;;;;;;;x;;;;;;;;;;;;;;;;;;
confucian;Confucian;Confucian;Confucian;;Confucian;;;;;;;;;x;;;;;;;;;;;;;;;;;;
partisans_name;$COUNTRY$ Partisans;$COUNTRY$ Partisans;$COUNTRY$ Partisanen;;$COUNTRY$ Partisanos;;;;;;;;;x;;;;;;;;;;;;;;;;;;
partisans_army;$COUNTRY_ADJ$ Partisans;$COUNTRY_ADJ$ - Partisans;$COUNTRY_ADJ$e Partisanen;;Partisanos de $COUNTRY_ADJ$;;;;;;;;;x;;;;;;;;;;;;;;;;;;
BRIGADES_COMPARE_GREATER;Brigades comparison factor of two countries is at least §Y$VAL$§!\n;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;
BRIGADES_COMPARE_SMALLER;Brigades comparison factor of two countries is less than §Y$VAL$§!\n;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;
chartered_company;Chartered Company;Chartered Company;Chartered Company;;Chartered Company;;;;;;;;;x;;;;;;;;;;;;;;;;;;
chartered_company_ruler;Director;Director;Director;;Director;;;;;;;;;x;;;;;;;;;;;;;;;;;;
BUY_FROM_STOCKPILE_DESC;Allow pops/factories to buy from country stockpile.\n\n§YNOTE: §ROnly use it with automatic trade or else it will crash the economy.§W;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;
no_health_care_desc;The government doesn't care about healthcare and no funding for it exists. The few health institutions that exist are inherited from medieval times and are equipped accordingly. The medical career is an informal profession, mainly linked to the church. Hospitals use rudimentary lighting, facilities are overcrowded and infectious diseases round the halls and corners of the buildings. Prayers are commonly recommended to treat ailments.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
trinket_health_care;Trinket Healthcare;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
trinket_health_care_desc;Doctors and nurses have a rudimentary understanding of wounds and diseases, partially relying on old beliefs when treating patients, but they do have formal training. Hospitals have rules to reduce overcrowding (beds are spaced a meter apart), provisions for ventilation, and the sewers leading from the hospital are flushed several times a day while the latrines/drains are disinfected with peat charcoal. There is meager collection of patient data but there aren't any proper sanitation standards for hospitals nor government agencies to check them. Healthcare facilities are hard to find.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
low_health_care;Low Healthcare;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
low_health_care_desc;"Doctors and nurses are starting to understand wounds and diseases better during their studies and apply the principles of the so-called ""germ theory"" when treating patients. A Sanitary Commission was founded and its agents can be seen patrolling the hospitals, albeit infrequently, to guarantee a rudimentary sanitation standard. Healthcare facilities are starting to become common.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
acceptable_health_care;Acceptable Healthcare;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
acceptable_health_care_desc;Medicine is a fully-fledged profession, with doctors and nurses graduating with complete understanding of the human body and a vast knowledge of diseases and how to treat them. Sterilization of the facilities and equipment is common, with Chamberland Filters used to filter water and the Chamberland Autoclave used for heating solutions above their boiling point to destroy dangerous microorganisms. Government agencies exist to enforce sanitation controls and ensure there's no overcrowding. Finding a clinic in an urban center is a relatively easy job and hospitals abandoned oil lamps in favor of gaslights that increase the efficiency of staff.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
good_health_care;Good Healthcare;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
good_health_care_desc;The discovery of several vaccines revolutionized medicine, with vaccination being mandatory or strongly encouraged by the government. Doctors now use pharmaceuticals to treat patients and full sterilization of all medical equipment and facilities, quarantine procedures for infectious diseases and proper disposal of medical waste are mandatory practices enforced by the sanitation standards of the government agencies. Finding clinics or hospitals in smaller population centers is common, overcrowding is rare and some smaller health centers are starting to appear even in rural areas. Hospitals are equipped with modern electric lights and informational posters for staff.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
school_reforms;School System;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
no_schools_l;No School System;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
no_schools;No School System;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
no_schools_desc;There's no organized public school system or budget for education. The literacy gain that is achieved comes from religious schools, private institutions or from informal community teaching, though these places get indirect funding from the government. Higher education institutions are rare.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
low_schools;Basic School System;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
low_schools_l;Basic School System;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
low_schools_desc;A rudimentary public school system exists in the capital and a few important cities but enrolment is completely optional. Public schools limits themselves to teaching pupils how to read and write. There's no government agency to inspect schools and they have no common standard for teaching. Lower class private schools are commonly in bad conditions, with teachers often just being literate men, while pupils leave school after learning how to read and write.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
acceptable_schools;Acceptable School System;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
acceptable_schools_l;Acceptable School System;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
acceptable_schools_desc;Public schools can be found in every major and most of the medium cities. A government agency exists to ensure quality standards in education and to inspect that proper facilities are used for it. Enrolment is encouraged and sometimes it's outright mandatory. Education institutions for teenagers are starting to appear, and higher education institutions for adults are common. Teachers are formally trained.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
good_schools;Good School System;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
good_schools_l;Good School System;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
good_schools_desc;Public schools can be found in almost every city. Government agencies take education with the utmost seriousness, and enrolment is mandatory and tightly controlled. Children and teenagers are taught a variety of subjects besides reading and writing and teachers are taught pedagogy during their formation. Literacy campaigns for adults and the elderly are a part of the government's effort to eradicate illiteracy.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nordic_cultural_unity;Nordic Cultural Unity;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nordic_general_staff;Scandinavian General Staff;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nordic_general_staff_desc;Our officer corps has been reorganized: all officers are forced to speak the new Nordic language, conscription time has been increased to encourage a sense of national unity and duty, and the factories pump out top of the line military equipment using our abundant iron reserves;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
no_safety;No Safety Regulations;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
no_safety_desc;The government has no governing legislation covering safety in the workplace and workers rarely manage to sue their employers over accidents.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
trinket_safety;Minimal Safety Regulations;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
trinket_safety_desc;Factories are required to provide proper ventilation and a regularly cleaned workspace. Workers can sue their employers in case of an accident. The Safety regulations mainly apply to factories.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
low_safety;Limited Safety Regulations;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
low_safety_desc;Safety regulations extend to the agricultural, civil construction and mining sectors. In mines, the use of safety lamps is mandatory. The government offers help to the affected families in case of accidents.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
acceptable_safety;Regular Safety Regulations;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
acceptable_safety_desc;Safety regulations are extensive in all workplaces in our country. Government agencies label some agricultural chemicals for toxicity and potential health impacts, mining and construction workers are required to use protection gear and hand brakes operated by workers riding on top of train cars were abolished.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
good_safety;Good Safety Regulations;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
good_safety_desc;Safety regulations extend to all workplaces in our country and cover potential psychological problems due to extended isolation and even minor injuries. Employers are obliged to supply workers with protection equipment and safety training. Warnings and reminders are spread through the workplace to guarantee workers remember their safety instructions. The government supports victims and their families even in the case of minor incidents.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
no_work_hour_limit_desc;No limit on working hours per day. This does not mean everyone is working the entire day, simply that it is unregulated.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fourteen_hours_desc;Working hours legislation aims to not only reduce the workload, but it also gives the right to a minimum number of holidays each year, restricts excessive night work and establishes the right to vacations. As the work hours decline, employers search for ways to increase efficiency.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
twelve_hours_desc;Workers now have more free time, which they use to spend with their family.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ten_hours_desc;Weekends without work are a common occurrence and workers have a system of annual vacations.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
eight_hours_desc;Workers have the right to weekends off and annual vacations. Free time for leisure is at an all time high and the entertainment industry is in the middle of a boom.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
work_hours;Max. Work Hours;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
yes_slavery_desc;Slavery is allowed.\n§YNon-slaves in Slave states will be more conservative and less liberal, but do not face any trouble promoting.§W;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
freedom_of_womb;Freedom of Womb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
freedom_of_womb_l;Freedom of Womb Law;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
freedom_of_womb_desc;Slaves children are freed at birth and, in most cases, old slaves are also freed. The slave population stops growing. \n§RThis reform affects POP promotion chance - promotion will be slower, both globally and even more in slave states.§W\n§YPops in Slave states will be more conservative and less liberal. Immigrants are less likely to choose slave states.§W\n§RThe slave population will stop growing.§W;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
movement_freedom_of_womb;Freedom of Womb Campaign;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
no_slavery;Outlawed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
no_slavery_desc;Slavery is forbidden.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
no_slavery_l;Outlaw Slavery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
citizens_rights;Political Rights;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
primary_culture_only;Restricted Rights;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
primary_culture_only_l;Primary Culture Only Rights;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
primary_culture_only_desc;Only the first class citizens of the country are allowed to participate in the political life, all the other groups are segregated. Becoming a first class citizen is hard and extremely limited.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
movement_primary_culture_only;Pro Citizens Movement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
culture_voting_only;Cultural Rights;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
culture_voting_only_l;Accepted Cultures Rights;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
culture_voting_only_desc;People from the country's accepted cultures are allowed to participate in the political life of the country and citizenship is greatly facilitated for these people.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
movement_culture_voting_only;Movement for Cultural Political Rights;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
all_voting_pops;All Allowed Rights;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
all_voting_pops_l;All Allowed Rights;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
all_voting_pops_desc;All legal people, regardless of the culture, are allowed to vote. Acquiring citizenship status is facilitated.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
movement_all_voting_pops;The League for Universal Political Rights;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
border_policy;Border Policy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
closed_borders;Closed Borders;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
closed_borders_l;Closed Borders;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
closed_borders_desc;People aren't allowed in or out of our country. The effectiveness of this policy is based on our administration and military spending. Some people might still emigrate illegally, either by crossing the border or hiding in ships.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
movement_closed_borders;Movement for the Protection of the Country;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
quota_immigration;Immigration Quotas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
quota_immigration_l;Immigration Quotas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
quota_immigration_desc;Foreign nationals are allowed to immigrate to our country, as long as they have a literacy rate above 40% and are of European descent. There are no restrictions for emigration.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
movement_quota_immigration;Movement for Immigration Quotas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
open_borders;Open Borders;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
open_borders_l;Open Borders;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
open_borders_desc;Our country is completly open for immigration and emigration, either by deliberate choice or because of the lack of appropriate border controls.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
movement_open_borders;Pro Immigration Movement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
unemployment_subsidies;Unemployment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
safety_regulations;Safety Regulations;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
child_labor_illegal;Child Labor Illegal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
child_labor_illegal_l;Child Labor Illegal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
child_labor_illegal_desc;Child Labor is is illegal.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
